year,species_code,age,males,females,unsexed
2011,30052,23,203704.40000000002,55888.33333333333,0
2011,30052,24,561762,119917.91428571429,0
2011,30052,25,160087.5,622861.1666666666,0
2011,30052,26,198433.5,28669.666666666664,0
2011,30052,27,483526.36666666664,547739.2,0
2011,30052,28,148829.25,190738.53333333333,0
2011,30052,29,153412.3333333333,83442.20000000001,0
2011,30052,30,52387,175602.58095238096,0
2011,30052,31,282277.3333333333,399555.3333333333,0
2011,30052,32,102714,178500.3333333333,0
2011,30052,33,0,63490.71428571428,0
2011,30052,34,258599.5833333333,0,0
2011,30052,35,38484.33333333333,63490.71428571428,0
2011,30052,36,0,256293.2142857143,0
2011,30052,37,0,28669.666666666664,0
2011,30052,38,0,135065.7142857143,0
2011,30052,39,152550.53333333333,0,0
2011,30052,40,172507,10561.5,0
2011,30052,42,0,0,0
2011,30052,43,160087.5,0,0
2011,30052,44,32765.5,0,0
2011,30052,47,38484.33333333333,0,0
2011,30052,50,50698.33333333333,0,0
2011,30052,55,32765.5,0,0
2013,30051,2,22582.714285714286,0,0
