sim,year,species_code,ess,value,region
14,2017,10262,ess_m,201.82070863698877,E
14,2019,10262,ess_m,13.952112547242631,E
14,2005,10262,ess_t,27.853391130440436,E
14,2009,10262,ess_t,5.198188035818401,E
14,2013,10262,ess_t,48.806742672836336,E
14,2015,10262,ess_t,13.677878522673831,E
14,2017,10262,ess_t,442.9301344244417,E
14,2019,10262,ess_t,6.8090096260199715,E
15,2005,10262,ess_f,0,E
15,2011,10261,ess_f,4.000082686589805,E
15,2013,10262,ess_f,22.064764083228248,E
15,2015,10262,ess_f,0,E
15,2017,10262,ess_f,21.054871426193486,E
15,2019,10262,ess_f,7.982331031039371,E
15,2005,10262,ess_m,NA,E
15,2011,10261,ess_m,NA,E
15,2013,10262,ess_m,19.722581806261363,E
15,2015,10262,ess_m,NA,E
15,2017,10262,ess_m,20.327405233184646,E
15,2019,10262,ess_m,2.796787418841568,E
15,2005,10262,ess_t,0,E
15,2011,10261,ess_t,4.000082686589805,E
15,2013,10262,ess_t,33.19350957643511,E
15,2015,10262,ess_t,0,E
15,2017,10262,ess_t,25.207558783206697,E
15,2019,10262,ess_t,13.511780161067078,E
16,2005,10262,ess_f,14.047260843763661,E
16,2009,10262,ess_f,0,E
16,2011,10261,ess_f,1.5306122448979593,E
16,2013,10262,ess_f,3.6735272618895003,E
16,2015,10262,ess_f,29.731382371253037,E
16,2017,10262,ess_f,99.22149823064525,E
16,2019,10262,ess_f,11.567136309363294,E
16,2005,10262,ess_m,399.7436755766901,E
16,2009,10262,ess_m,NA,E
16,2011,10261,ess_m,NA,E
16,2013,10262,ess_m,9.270417202034015,E
16,2015,10262,ess_m,71.21786545046409,E
16,2017,10262,ess_m,11.965025239686602,E
16,2019,10262,ess_m,11.009349297868974,E
16,2005,10262,ess_t,38.008730811298385,E
16,2009,10262,ess_t,3.9291113921688376,E
16,2011,10261,ess_t,1.5306122448979593,E
16,2013,10262,ess_t,5.529728255133294,E
16,2015,10262,ess_t,30.26904961794469,E
16,2017,10262,ess_t,56.46277204613153,E
16,2019,10262,ess_t,21.444751348448396,E
17,2005,10262,ess_f,7.180121137942537,E
17,2009,10262,ess_f,48.03766712331069,E
17,2011,10261,ess_f,3.892776021860548,E
17,2013,10262,ess_f,49.27481457249107,E
17,2015,10262,ess_f,6.218674375984091,E
17,2017,10262,ess_f,12.4039037099447,E
17,2019,10262,ess_f,35.983882249217736,E
17,2005,10262,ess_m,NA,E
17,2009,10262,ess_m,NA,E
17,2011,10261,ess_m,NA,E
17,2013,10262,ess_m,44.46022162214611,E
17,2015,10262,ess_m,1.1988750758357318,E
17,2017,10262,ess_m,22.31615332240662,E
17,2019,10262,ess_m,77.64391002421246,E
17,2005,10262,ess_t,5.90492389084884,E
17,2009,10262,ess_t,8.071764930301919,E
17,2011,10261,ess_t,3.892776021860548,E
17,2013,10262,ess_t,97.19014947022893,E
17,2015,10262,ess_t,9.869948578263575,E
17,2017,10262,ess_t,19.871839494546972,E
17,2019,10262,ess_t,77.26308209896014,E
18,2005,10262,ess_f,30.259927577744204,E
18,2009,10262,ess_f,121.33799152602776,E
18,2011,10261,ess_f,20.999798297385897,E
