year,species_code,length,males,females,unsexed
1984,30050,80,0,0,0
1987,30050,80,0,0,0
1990,30050,80,0,0,0
1993,30050,80,0,0,0
1996,30050,80,0,0,0
1999,30050,80,0,20782,0
2001,30050,80,0,0,0
2003,30050,80,0,0,0
2005,30050,80,0,26646,0
2013,30050,80,0,0,25998
2017,30050,80,0,0,0
2019,30050,80,0,0,0
1984,30050,90,0,0,0
1987,30050,90,0,0,0
1990,30050,90,0,0,0
1993,30050,90,5691,0,0
1996,30050,90,0,0,0
1999,30050,90,0,0,18181
2001,30050,90,0,0,0
2003,30050,90,0,0,67151
2005,30050,90,0,0,44649
2013,30050,90,0,0,0
2017,30050,90,0,0,0
2019,30050,90,0,0,0
1984,30050,100,0,0,0
1987,30050,100,0,0,0
1990,30050,100,0,0,0
1993,30050,100,7173,0,3433
1996,30050,100,0,0,0
1999,30050,100,0,0,0
2001,30050,100,0,23285,0
2003,30050,100,36619,0,100182
2005,30050,100,0,0,20392
2013,30050,100,0,0,25998
2017,30050,100,0,0,0
2019,30050,100,0,0,0
1984,30050,110,4140,6729,0
1987,30050,110,0,0,0
1990,30050,110,0,0,0
1993,30050,110,27116,0,106339
1996,30050,110,14126,0,0
1999,30050,110,38491,35445,35034
2001,30050,110,0,0,0
2003,30050,110,145451,166797,440517
2005,30050,110,68449,35054,51218
2013,30050,110,0,0,0
2017,30050,110,0,0,0
2019,30050,110,0,0,0
1984,30050,120,15859,0,0
1987,30050,120,2011,7728,0
1990,30050,120,14751,0,0
1993,30050,120,82886,30066,35736
1996,30050,120,9729,35905,12404
1999,30050,120,63378,20216,53447
2001,30050,120,66065,202808,0
2003,30050,120,59587,109464,311995
2005,30050,120,193131,151696,0
2013,30050,120,0,0,0
2017,30050,120,0,0,0
2019,30050,120,0,0,0
1984,30050,130,7975,12396,3412
1987,30050,130,0,0,0
1990,30050,130,0,0,3879
1993,30050,130,120479,127642,179649
1996,30050,130,110852,10372,0
1999,30050,130,91701,56065,55549
2001,30050,130,279473,103455,0
2003,30050,130,208933,29148,260654
2005,30050,130,311175,177198,25770
2013,30050,130,0,0,0
2017,30050,130,0,0,0
2019,30050,130,0,0,0
1984,30050,140,15859,0,0
1987,30050,140,19508,0,54402
1990,30050,140,9405,37259,0
1993,30050,140,275147,100434,255866
1996,30050,140,95984,46859,0
1999,30050,140,72973,240585,36533
2001,30050,140,327823,247308,13683
2003,30050,140,190056,92682,73597
2005,30050,140,521251,454991,54410
2013,30050,140,0,0,0
2017,30050,140,0,0,0
2019,30050,140,0,0,0
1984,30050,150,6952,47269,0
1987,30050,150,98600,0,0
1990,30050,150,24515,62146,0
1993,30050,150,297573,91260,153444
1996,30050,150,25151,46223,0
1999,30050,150,262776,180373,18803
2001,30050,150,222194,282837,0
2003,30050,150,240190,81101,23204
2005,30050,150,396627,319391,0
2013,30050,150,0,0,0
2017,30050,150,0,0,0
2019,30050,150,0,0,0
1984,30050,160,23213,7051,9714
1987,30050,160,17425,36528,0
1990,30050,160,0,24203,0
1993,30050,160,256266,95304,263887
1996,30050,160,193792,104986,5184
1999,30050,160,268638,178949,0
2001,30050,160,220070,217732,39981
2003,30050,160,204068,318635,0
2005,30050,160,456547,606673,0
2013,30050,160,0,0,0
2017,30050,160,0,0,0
2019,30050,160,16241,0,0
1984,30050,170,14054,36406,13543
1987,30050,170,25053,63793,133061
1990,30050,170,11176,8775,0
1993,30050,170,172801,68379,203990
1996,30050,170,198119,97810,0
1999,30050,170,360302,399068,18803
2001,30050,170,253413,185043,0
2003,30050,170,294574,141840,0
2005,30050,170,769066,602507,0
2013,30050,170,25998,0,0
2017,30050,170,0,0,0
2019,30050,170,0,0,0
1984,30050,180,52192,38740,10184
1987,30050,180,119678,35023,133061
1990,30050,180,43630,99788,12888
1993,30050,180,223886,112510,151636
1996,30050,180,314068,135200,5184
1999,30050,180,452349,439270,19016
2001,30050,180,107015,84927,0
2003,30050,180,554473,259694,0
2005,30050,180,851738,827506,0
2013,30050,180,0,0,0
2017,30050,180,9446,0,0
2019,30050,180,18082,0,0
1984,30050,190,120803,14102,3412
1987,30050,190,143398,123672,133061
1990,30050,190,119242,136913,0
1993,30050,190,225849,131631,53637
1996,30050,190,426417,144973,0
1999,30050,190,667178,578560,0
2001,30050,190,245530,196982,0
2003,30050,190,420132,199682,0
2005,30050,190,1049997,835637,0
2013,30050,190,0,25998,0
2017,30050,190,0,0,0
2019,30050,190,36164,18082,0
1984,30050,200,67846,57366,13681
1987,30050,200,88337,96869,0
1990,30050,200,104512,122386,0
1993,30050,200,262817,123682,24628
1996,30050,200,347701,649661,0
1999,30050,200,782173,883880,0
2001,30050,200,175104,120224,0
2003,30050,200,564836,521975,0
2005,30050,200,548363,685864,0
2013,30050,200,0,0,0
2017,30050,200,0,0,0
2019,30050,200,18082,36164,0
1984,30050,210,12164,56010,25638
1987,30050,210,199152,89113,0
1990,30050,210,156097,175370,0
1993,30050,210,272860,224530,0
1996,30050,210,396303,354122,0
1999,30050,210,981581,899314,0
2001,30050,210,143006,297049,12614
2003,30050,210,816942,755057,0
2005,30050,210,613034,607188,10035
2013,30050,210,0,0,0
2017,30050,210,0,9446,0
2019,30050,210,0,0,0
1984,30050,220,73458,76440,27526
1987,30050,220,265485,246703,0
1990,30050,220,175138,157936,0
1993,30050,220,310576,122693,11517
1996,30050,220,613958,570425,0
1999,30050,220,860013,743577,20202
2001,30050,220,278154,378539,0
2003,30050,220,644245,636816,0
2005,30050,220,675786,586971,0
2013,30050,220,0,0,0
2017,30050,220,0,0,0
2019,30050,220,18082,0,0
1984,30050,230,192669,142303,44012
1987,30050,230,287707,284986,0
1990,30050,230,192715,197396,0
1993,30050,230,281526,287580,0
1996,30050,230,462323,694690,0
1999,30050,230,662144,665846,0
2001,30050,230,211223,337369,0
2003,30050,230,696750,579199,0
2005,30050,230,804949,609046,0
2013,30050,230,0,0,0
2017,30050,230,0,0,0
2019,30050,230,0,0,0
1984,30050,240,200633,155719,22352
1987,30050,240,173284,184818,133061
1990,30050,240,161072,321214,0
1993,30050,240,309124,201201,23900
1996,30050,240,633841,753534,0
1999,30050,240,568914,644352,0
2001,30050,240,363532,388802,0
2003,30050,240,761520,282345,0
2005,30050,240,755720,626121,0
2013,30050,240,0,0,0
2017,30050,240,0,37782,0
2019,30050,240,0,0,0
1984,30050,250,376236,113742,19363
1987,30050,250,255334,291524,0
1990,30050,250,253496,284162,0
1993,30050,250,379800,432342,11517
1996,30050,250,543063,553866,0
1999,30050,250,590706,562732,0
2001,30050,250,279135,378937,0
2003,30050,250,427391,456931,0
2005,30050,250,781781,642172,0
2013,30050,250,0,0,0
2017,30050,250,9446,9446,0
2019,30050,250,52405,36164,0
1984,30050,260,184865,291810,0
1987,30050,260,215853,227429,0
1990,30050,260,284125,212189,0
1993,30050,260,434880,423575,0
1996,30050,260,520884,716697,0
1999,30050,260,605691,540181,0
2001,30050,260,370416,525082,0
2003,30050,260,403093,247072,0
2005,30050,260,800716,715372,0
2013,30050,260,0,0,0
2017,30050,260,0,9446,0
2019,30050,260,16241,36164,0
1984,30050,270,191409,134162,8117
1987,30050,270,230354,296980,0
1990,30050,270,288579,350577,0
1993,30050,270,446359,351953,0
1996,30050,270,466646,529039,0
1999,30050,270,300506,515272,0
2001,30050,270,315723,456167,0
2003,30050,270,560720,654443,0
2005,30050,270,818546,922318,0
2013,30050,270,0,0,0
2017,30050,270,18891,9446,0
2019,30050,270,0,18082,0
1984,30050,280,132398,130782,5810
1987,30050,280,219042,145045,0
1990,30050,280,339529,375719,0
1993,30050,280,288160,508203,0
1996,30050,280,412399,441522,0
1999,30050,280,548268,618483,0
2001,30050,280,645815,487878,0
2003,30050,280,530791,426661,0
2005,30050,280,795169,1031412,0
2013,30050,280,0,0,0
2017,30050,280,0,0,0
2019,30050,280,0,0,0
1984,30050,290,227955,145525,10270
1987,30050,290,389355,189960,0
1990,30050,290,461076,614189,0
1993,30050,290,522804,640307,0
1996,30050,290,461574,444585,0
1999,30050,290,659113,777979,0
2001,30050,290,436451,421523,0
2003,30050,290,515767,661204,0
2005,30050,290,773386,815672,0
2013,30050,290,0,0,0
2017,30050,290,0,9446,0
2019,30050,290,0,0,0
1984,30050,300,224766,265127,41907
1987,30050,300,338686,328023,0
1990,30050,300,518010,664859,0
1993,30050,300,571233,684459,0
1996,30050,300,590594,763377,0
1999,30050,300,1050810,821878,0
2001,30050,300,451821,521736,0
2003,30050,300,757520,644954,0
2005,30050,300,874471,820113,0
2013,30050,300,0,0,0
2017,30050,300,0,0,0
2019,30050,300,0,0,0
1984,30050,310,318990,272438,13630
1987,30050,310,434545,232664,0
1990,30050,310,635768,800479,0
1993,30050,310,719396,737428,0
1996,30050,310,457614,539390,0
1999,30050,310,598170,829043,0
2001,30050,310,457491,300059,0
2003,30050,310,438511,674070,0
2005,30050,310,774315,870317,0
2013,30050,310,0,0,0
2017,30050,310,0,0,0
2019,30050,310,0,0,0
1984,30050,320,310062,298383,19353
1987,30050,320,491973,258444,0
1990,30050,320,838794,892715,0
1993,30050,320,623948,780935,5758
1996,30050,320,358616,667389,0
1999,30050,320,741918,724060,0
2001,30050,320,395379,350672,0
2003,30050,320,546959,771725,0
2005,30050,320,797210,648948,0
2013,30050,320,0,0,0
2017,30050,320,0,0,0
2019,30050,320,16241,0,0
1984,30050,330,352523,289104,0
1987,30050,330,428937,255225,266126
1990,30050,330,827757,1017624,0
1993,30050,330,700521,865622,5758
1996,30050,330,675721,639990,0
1999,30050,330,941850,620853,0
2001,30050,330,222229,533794,0
2003,30050,330,655399,583572,0
2005,30050,330,935359,636769,0
2013,30050,330,0,0,0
2017,30050,330,0,0,0
2019,30050,330,0,0,0
1984,30050,340,370733,300730,35114
1987,30050,340,363419,397460,0
1990,30050,340,838811,1178842,0
1993,30050,340,958637,972963,0
1996,30050,340,448936,545544,0
1999,30050,340,606263,886370,0
2001,30050,340,462826,364909,0
2003,30050,340,397466,660241,0
2005,30050,340,1004833,861432,0
2013,30050,340,0,0,0
2017,30050,340,0,0,0
2019,30050,340,0,0,0
1984,30050,350,388171,413039,35413
1987,30050,350,595779,534273,0
1990,30050,350,998893,1262434,0
1993,30050,350,872098,1170415,0
1996,30050,350,503951,633123,0
1999,30050,350,771876,969809,0
2001,30050,350,649292,582093,0
2003,30050,350,585708,445493,0
2005,30050,350,745661,763337,0
2013,30050,350,0,0,0
2017,30050,350,0,0,0
2019,30050,350,0,0,0
1984,30050,360,431979,603826,41615
1987,30050,360,451148,471303,0
1990,30050,360,1114539,1255546,0
1993,30050,360,746621,1401946,0
1996,30050,360,690981,721600,0
1999,30050,360,608526,846095,0
2001,30050,360,640072,530240,0
2003,30050,360,394903,562599,0
2005,30050,360,826894,925645,0
2013,30050,360,0,0,0
2017,30050,360,0,0,0
2019,30050,360,0,0,0
1984,30050,370,481639,347590,25671
1987,30050,370,817065,661531,0
1990,30050,370,1218010,1440604,0
1993,30050,370,1045107,1242288,0
1996,30050,370,679805,775774,0
1999,30050,370,703078,774788,0
2001,30050,370,593053,601402,0
2003,30050,370,315808,573594,0
2005,30050,370,867603,466476,0
2013,30050,370,0,0,0
2017,30050,370,0,0,0
2019,30050,370,0,0,0
1984,30050,380,521934,566387,5810
1987,30050,380,516810,694144,0
1990,30050,380,905409,1212582,0
1993,30050,380,1319779,1494893,0
1996,30050,380,596275,550524,0
1999,30050,380,728359,992735,0
2001,30050,380,695205,660964,0
2003,30050,380,668009,563326,0
2005,30050,380,730131,876306,0
2013,30050,380,0,0,0
2017,30050,380,0,0,0
2019,30050,380,0,0,0
1984,30050,390,428282,419575,43474
1987,30050,390,676439,493928,0
1990,30050,390,632761,887530,0
1993,30050,390,1715664,1609693,0
1996,30050,390,1075841,718333,0
1999,30050,390,804481,874369,0
2001,30050,390,801558,805823,0
2003,30050,390,565328,518757,0
2005,30050,390,945125,1037355,0
2013,30050,390,0,0,0
2017,30050,390,0,0,0
2019,30050,390,0,0,0
1984,30050,400,849451,621940,42669
1987,30050,400,634075,734492,0
1990,30050,400,1036732,796706,0
1993,30050,400,1997944,1623896,0
1996,30050,400,519086,1059500,0
1999,30050,400,933574,980171,0
2001,30050,400,729708,705661,0
2003,30050,400,664529,644652,0
2005,30050,400,1075898,973758,0
2013,30050,400,0,0,0
2017,30050,400,0,0,0
2019,30050,400,0,0,0
1984,30050,410,657293,663534,54942
1987,30050,410,683364,647561,0
1990,30050,410,578297,499818,0
1993,30050,410,1699458,1798398,5758
1996,30050,410,1142598,1227628,0
1999,30050,410,786031,1018964,0
2001,30050,410,844871,970178,0
2003,30050,410,846844,847332,0
2005,30050,410,840801,1109552,0
2013,30050,410,0,0,0
2017,30050,410,0,0,0
2019,30050,410,0,0,0
1984,30050,420,1025606,894788,82253
1987,30050,420,633656,788567,0
1990,30050,420,560654,690510,0
1993,30050,420,2202811,1602370,0
1996,30050,420,1364060,1168085,0
1999,30050,420,918737,882825,0
2001,30050,420,1299675,1098953,0
2003,30050,420,1171323,815683,0
2005,30050,420,1262399,1239625,0
2013,30050,420,0,0,0
2017,30050,420,0,0,0
2019,30050,420,0,0,0
1984,30050,430,1430969,1494476,45580
1987,30050,430,737584,674714,0
1990,30050,430,615282,739155,0
1993,30050,430,1981637,1896228,0
1996,30050,430,1195290,1601450,0
1999,30050,430,1071297,1002223,0
2001,30050,430,904485,1190085,0
2003,30050,430,1296491,1142559,0
2005,30050,430,712215,1064509,0
2013,30050,430,0,0,0
2017,30050,430,0,0,0
2019,30050,430,0,0,0
1984,30050,440,1510371,1435581,61615
1987,30050,440,1086537,791967,0
1990,30050,440,1016486,881015,0
1993,30050,440,2105296,1897096,0
1996,30050,440,1209390,1418971,0
1999,30050,440,1026054,882770,0
2001,30050,440,686902,894350,0
2003,30050,440,1393592,1224945,0
2005,30050,440,1318675,988772,0
2013,30050,440,0,0,0
2017,30050,440,0,0,0
2019,30050,440,0,0,0
1984,30050,450,1418843,1221704,57150
1987,30050,450,1079815,829724,0
1990,30050,450,974613,1056804,0
1993,30050,450,1588841,1644935,0
1996,30050,450,1184735,1329270,0
1999,30050,450,868501,1008874,0
2001,30050,450,736690,914998,0
2003,30050,450,1167065,1272832,0
2005,30050,450,929131,814962,0
2013,30050,450,0,0,0
2017,30050,450,0,0,0
2019,30050,450,0,0,0
1984,30050,460,1155449,1017152,68086
1987,30050,460,1247642,859768,0
1990,30050,460,1001072,920459,0
1993,30050,460,1330089,1237063,0
1996,30050,460,950276,1162883,0
1999,30050,460,764930,847473,0
2001,30050,460,628642,674453,0
2003,30050,460,988387,1198373,0
2005,30050,460,799686,740403,0
2013,30050,460,0,0,0
2017,30050,460,0,0,0
2019,30050,460,0,0,0
1984,30050,470,1037641,797650,45661
1987,30050,470,806370,786689,0
1990,30050,470,895616,614173,0
1993,30050,470,1043126,779425,0
1996,30050,470,744250,899395,0
1999,30050,470,703616,581535,0
2001,30050,470,522256,413210,0
2003,30050,470,1131878,932466,0
2005,30050,470,476597,444299,0
2013,30050,470,0,0,0
2017,30050,470,0,0,0
2019,30050,470,0,0,0
1984,30050,480,780643,749379,11618
1987,30050,480,832234,739908,0
1990,30050,480,536356,579736,0
1993,30050,480,548208,647473,0
1996,30050,480,630436,727779,0
1999,30050,480,444684,512081,0
2001,30050,480,379479,350040,0
2003,30050,480,892902,662264,0
2005,30050,480,424574,556688,0
2013,30050,480,0,0,0
2017,30050,480,0,0,0
2019,30050,480,0,0,0
1984,30050,490,716882,386307,12377
1987,30050,490,686747,621072,0
1990,30050,490,429299,397028,0
1993,30050,490,269783,391269,0
1996,30050,490,256143,522212,0
1999,30050,490,529305,255157,0
2001,30050,490,241632,402290,0
2003,30050,490,447265,636501,0
2005,30050,490,320005,335460,0
2013,30050,490,0,0,0
2017,30050,490,0,0,0
2019,30050,490,0,0,0
1984,30050,500,414811,270745,5810
1987,30050,500,360259,389255,0
1990,30050,500,304998,229861,0
1993,30050,500,161151,235492,0
1996,30050,500,233555,374547,0
1999,30050,500,369564,296217,0
2001,30050,500,172927,171024,0
2003,30050,500,323820,317709,0
2005,30050,500,357203,305319,0
2013,30050,500,0,0,0
2017,30050,500,0,0,0
2019,30050,500,0,0,0
1984,30050,510,469849,201885,5810
1987,30050,510,271136,360165,0
1990,30050,510,261112,147572,0
1993,30050,510,132377,138967,0
1996,30050,510,279560,199430,0
1999,30050,510,220787,150524,0
2001,30050,510,115160,91024,0
2003,30050,510,254958,253723,0
2005,30050,510,320054,411221,0
2013,30050,510,0,0,0
2017,30050,510,0,0,0
2019,30050,510,0,0,0
1984,30050,520,201701,134484,0
1987,30050,520,244650,286018,0
1990,30050,520,45015,140187,0
1993,30050,520,133780,37750,0
1996,30050,520,247061,241767,0
1999,30050,520,95939,61131,0
2001,30050,520,37825,101086,0
2003,30050,520,169134,87319,0
2005,30050,520,201730,194704,0
2013,30050,520,0,0,0
2017,30050,520,0,0,0
2019,30050,520,0,0,0
1984,30050,530,260623,60270,0
1987,30050,530,116057,90489,0
1990,30050,530,186384,49715,0
1993,30050,530,99821,114503,0
1996,30050,530,58841,136085,0
1999,30050,530,86919,114304,0
2001,30050,530,119673,27027,0
2003,30050,530,105525,76059,0
2005,30050,530,143464,177922,0
2013,30050,530,0,0,0
2017,30050,530,0,0,0
2019,30050,530,0,0,0
1984,30050,540,87996,70269,5810
1987,30050,540,107482,102622,0
1990,30050,540,180962,54848,0
1993,30050,540,32016,74110,0
1996,30050,540,58973,32988,0
1999,30050,540,41048,41222,0
2001,30050,540,13507,25236,0
2003,30050,540,74250,111107,0
2005,30050,540,63458,181227,0
2013,30050,540,0,0,0
2017,30050,540,0,0,0
2019,30050,540,0,0,0
1984,30050,550,80764,79607,0
1987,30050,550,4730,50514,0
1990,30050,550,131977,26118,0
1993,30050,550,74682,23690,0
1996,30050,550,68919,82998,0
1999,30050,550,27748,46017,0
2001,30050,550,35388,18748,0
2003,30050,550,58535,60549,0
2005,30050,550,60918,142447,0
2013,30050,550,0,0,0
2017,30050,550,0,0,0
2019,30050,550,0,0,0
1984,30050,560,71963,31601,11618
1987,30050,560,59978,34302,0
1990,30050,560,83921,69521,0
1993,30050,560,16521,0,0
1996,30050,560,101270,88365,0
1999,30050,560,8428,24480,0
2001,30050,560,76133,36353,0
2003,30050,560,26409,37173,0
2005,30050,560,38436,78354,0
2013,30050,560,0,0,0
2017,30050,560,0,0,0
2019,30050,560,0,0,0
1984,30050,570,56573,22600,0
1987,30050,570,49569,34776,0
1990,30050,570,102504,48486,0
1993,30050,570,110261,68569,0
1996,30050,570,55750,37479,0
1999,30050,570,47066,0,0
2001,30050,570,44252,18236,0
2003,30050,570,28571,37953,0
2005,30050,570,170949,68855,0
2013,30050,570,0,0,0
2017,30050,570,0,0,0
2019,30050,570,0,0,0
1984,30050,580,72777,25100,5810
1987,30050,580,63952,12944,0
1990,30050,580,123945,28112,0
1993,30050,580,100385,7391,0
1996,30050,580,29524,26224,0
1999,30050,580,25279,25468,0
2001,30050,580,7195,12142,0
2003,30050,580,0,12038,0
2005,30050,580,86701,78494,0
2013,30050,580,0,0,0
2017,30050,580,0,0,0
2019,30050,580,0,0,0
1984,30050,590,8422,19682,20260
1987,30050,590,30616,4474,0
1990,30050,590,59846,5089,0
1993,30050,590,0,67535,0
1996,30050,590,12736,47014,0
1999,30050,590,41327,17824,0
2001,30050,590,35097,7195,0
2003,30050,590,49095,37953,0
2005,30050,590,15707,47896,0
2013,30050,590,0,0,0
2017,30050,590,0,0,0
2019,30050,590,0,0,0
1984,30050,600,38898,16328,0
1987,30050,600,25886,4053,0
1990,30050,600,92710,12170,0
1993,30050,600,17135,53544,0
1996,30050,600,7165,20657,0
1999,30050,600,16906,0,0
2001,30050,600,16861,31919,0
2003,30050,600,28426,23730,0
2005,30050,600,95306,71385,0
2013,30050,600,0,0,0
2017,30050,600,0,0,0
2019,30050,600,0,0,0
1984,30050,610,12787,11591,5810
1987,30050,610,36386,12944,0
1990,30050,610,62318,0,0
1993,30050,610,9759,13291,0
1996,30050,610,10425,20015,0
1999,30050,610,0,0,0
2001,30050,610,0,18236,0
2003,30050,610,25915,0,0
2005,30050,610,50780,28131,0
2013,30050,610,0,0,0
2017,30050,610,0,0,0
2019,30050,610,0,0,0
1984,30050,620,0,19551,6567
1987,30050,620,3696,32876,0
1990,30050,620,11083,0,0
1993,30050,620,74224,7624,0
1996,30050,620,10842,7165,0
1999,30050,620,11192,0,0
2001,30050,620,0,0,0
2003,30050,620,0,31234,0
2005,30050,620,14222,90782,0
2013,30050,620,0,0,0
2017,30050,620,0,0,0
2019,30050,620,0,0,0
1984,30050,630,7391,26816,0
1987,30050,630,3696,7661,0
1990,30050,630,28050,0,0
1993,30050,630,23131,13907,0
1996,30050,630,5864,4978,0
1999,30050,630,0,0,0
2001,30050,630,18236,0,0
2003,30050,630,12957,0,0
2005,30050,630,51815,82572,0
2013,30050,630,0,0,0
2017,30050,630,0,0,0
2019,30050,630,0,0,0
1984,30050,640,50957,0,0
1987,30050,640,0,4474,0
1990,30050,640,12054,0,0
1993,30050,640,48429,0,0
1996,30050,640,11435,0,0
1999,30050,640,8088,18272,0
2001,30050,640,0,27520,0
2003,30050,640,12957,25072,0
2005,30050,640,0,0,0
2013,30050,640,0,0,0
2017,30050,640,0,0,0
2019,30050,640,0,0,0
