year,age,species_code,males,females,unsexed,region
2009,12,10262,2321228,4693267.916666666,0,W
2009,13,10261,1921122.0999999999,1562094.657142857,0,W
2009,13,10262,962470,5656782,0,W
2009,14,10261,116527.5,2835253.723809524,0,W
2009,14,10262,536028.5,3916981.6666666665,0,W
2009,15,10261,161996.13333333333,3453500.8571428573,0,W
2009,15,10262,744732,7243423.916666666,0,W
2009,16,10261,46221.666666666664,749872.0571428571,0,W
2009,16,10262,858165.8333333333,1189089.5,0,W
2009,17,10261,50806.5,1163402.8666666667,0,W
2009,17,10262,0,929775.25,0,W
2009,18,10261,58086.33333333333,1015415.4,0,W
2009,18,10262,911020.3333333333,2070635.6666666665,0,W
2009,19,10262,244876.66666666666,1997055.1666666665,0,W
2009,20,10261,0,297258.1666666666,0,W
2009,20,10262,18126,2344912.6666666665,0,W
2009,21,10261,0,235095.8333333333,0,W
2009,21,10262,644274.6666666666,240868.66666666666,0,W
2009,22,10261,0,120590.83333333333,0,W
2009,22,10262,0,355775.6666666666,0,W
2009,23,10262,757388,2220526.333333333,0,W
2009,24,10262,210003,929775.25,0,W
2009,25,10262,0,2614561.333333333,0,W
2009,27,10262,0,37298,0,W
2009,28,10262,54167,0,0,W
2011,3,10261,576555,637831.1666666666,0,W
2011,3,10262,119091.5,103968,0,W
2011,4,10261,2136283.7321428573,714079.5166666666,0,W
2011,4,10262,209390.5,422103.25,0,W
2011,5,10261,2237925.3154761903,5136343.097619047,0,W
2011,5,10262,829918.1666666666,564072.25,0,W
2011,6,10261,10571517.548809525,9950947.217857143,0,W
2011,6,10262,2918730.333333333,1579836.3333333333,0,W
2011,7,10261,2893305.8035714286,3117635.955952381,0,W
2011,7,10262,2538764.5,6068230.5,0,W
2011,8,10261,3758872.366666667,3339979.5,0,W
2011,8,10262,1590046,8959997.333333332,0,W
2011,9,10261,2126513.2,5658742.828571429,0,W
2011,9,10262,1815637.6666666665,10291090.066666666,0,W
2011,10,10261,2230589.7,2845492.0416666665,0,W
2011,10,10262,1873896.6666666665,5388522.066666666,0,W
2011,11,10261,6865631.366666667,10680013.70952381,0,W
2011,11,10262,1454352.6666666665,2321481.75,0,W
2011,12,10261,4718233.4,5419662.488095238,0,W
2011,12,10262,250625,4311134.65,0,W
2011,13,10261,2583344.1666666665,4418625.397619048,0,W
2011,13,10262,975159,9113878.9,0,W
2011,14,10261,11289,2247024.4285714286,0,W
2011,14,10262,0,1579301.1666666665,0,W
2011,15,10261,0,3171330.0571428575,0,W
2011,15,10262,0,486147.6666666666,0,W
2011,16,10261,19714,1370206.0416666665,0,W
2011,16,10262,949714.5,951161,0,W
2011,17,10261,206416.40000000002,1764223.7666666668,0,W
2011,17,10262,22478,2116350.1666666665,0,W
2011,18,10261,71855,131167.16666666666,0,W
2011,18,10262,251033,922476.5,0,W
2011,19,10261,0,183354.85714285713,0,W
2011,19,10262,494197.5,0,0,W
2011,20,10262,0,1364386.4,0,W
2011,21,10261,0,523616.3333333333,0,W
2011,21,10262,0,1334366.6666666665,0,W
