sim,year,species_code,ess,value,in_out
11,2008,10115,ess_f,172.91730457088715,in
11,2012,10115,ess_f,216.92736915916436,in
11,2016,10115,ess_f,42.78184601571629,in
11,2008,30060,ess_f,80.21494450692711,in
11,2012,30060,ess_f,609.5177505472426,in
11,2016,30060,ess_f,21.984497097758,in
11,2008,10112,ess_m,371.98806372313084,in
11,2012,10112,ess_m,449.4345620040475,in
11,2016,10112,ess_m,455.9188997367162,in
11,2008,10115,ess_m,572.9718171849651,in
11,2012,10115,ess_m,333.09039689561376,in
11,2016,10115,ess_m,35.73441492480531,in
11,2008,30060,ess_m,161.5451334632061,in
11,2012,30060,ess_m,381.5598821335463,in
11,2016,30060,ess_m,27.682885795331398,in
11,2008,10112,ess_t,638.7389829849903,in
11,2012,10112,ess_t,818.6478869246972,in
11,2016,10112,ess_t,1051.6038956997827,in
11,2008,10115,ess_t,645.6020949129279,in
11,2012,10115,ess_t,456.75953300459776,in
11,2016,10115,ess_t,65.7644161102391,in
11,2008,30060,ess_t,189.4386688134117,in
11,2012,30060,ess_t,1014.8621455782015,in
11,2016,30060,ess_t,36.8837498814101,in
12,2008,10112,ess_f,387.16436909339603,in
12,2012,10112,ess_f,492.3394321157015,in
12,2016,10112,ess_f,694.8604978580007,in
12,2008,10115,ess_f,143.25003607583187,in
12,2012,10115,ess_f,276.0623773683654,in
12,2016,10115,ess_f,337.869477718489,in
12,2008,30060,ess_f,83.75792847064885,in
12,2012,30060,ess_f,42.10114273910096,in
12,2016,30060,ess_f,174.04530989181518,in
12,2008,10112,ess_m,997.496971270817,in
12,2012,10112,ess_m,410.3646480307631,in
12,2016,10112,ess_m,580.8422235079097,in
12,2008,10115,ess_m,232.8436179655211,in
12,2012,10115,ess_m,343.99416976524793,in
12,2016,10115,ess_m,557.015182829498,in
12,2008,30060,ess_m,722.3727975574061,in
12,2012,30060,ess_m,184.86455648572368,in
12,2016,30060,ess_m,158.93379420595534,in
12,2008,10112,ess_t,1190.512465553952,in
12,2012,10112,ess_t,1016.0183242447115,in
12,2016,10112,ess_t,1097.2807814025316,in
12,2008,10115,ess_t,405.4196356294356,in
12,2012,10115,ess_t,495.4775180299818,in
12,2016,10115,ess_t,781.5221681452014,in
12,2008,30060,ess_t,305.67991002517334,in
12,2012,30060,ess_t,87.64746661886313,in
12,2016,30060,ess_t,500.1012045222969,in
13,2008,10112,ess_f,132.4895120977955,in
13,2012,10112,ess_f,377.9870136633925,in
13,2016,10112,ess_f,285.5091802538186,in
13,2008,10115,ess_f,164.90663720468365,in
13,2012,10115,ess_f,114.80346515207154,in
13,2016,10115,ess_f,179.73716356922372,in
13,2008,30060,ess_f,64.84824035568984,in
13,2012,30060,ess_f,116.7222313394409,in
13,2016,30060,ess_f,13.443056283387161,in
13,2008,10112,ess_m,248.65359915364797,in
13,2012,10112,ess_m,350.62846954848294,in
13,2016,10112,ess_m,584.9189160621097,in
13,2008,10115,ess_m,213.00928792859912,in
13,2012,10115,ess_m,201.4089891677776,in
13,2016,10115,ess_m,83.9219574738555,in
13,2008,30060,ess_m,165.30173645057175,in
13,2012,30060,ess_m,208.00786992777125,in
13,2016,30060,ess_m,20.563488931855368,in
13,2008,10112,ess_t,291.2276336285764,in
13,2012,10112,ess_t,587.9142799008383,in
13,2016,10112,ess_t,916.8181497560581,in
13,2008,10115,ess_t,304.41500855052186,in
13,2012,10115,ess_t,238.95224255733945,in
13,2016,10115,ess_t,156.4084849131159,in
13,2008,30060,ess_t,81.01862640793821,in
13,2012,30060,ess_t,164.0727367546701,in
13,2016,30060,ess_t,36.72176522370079,in
14,2008,10112,ess_f,548.3163859564127,in
14,2012,10112,ess_f,447.07958693908984,in
14,2016,10112,ess_f,730.4657346123007,in
14,2008,10115,ess_f,178.63223627303697,in
14,2012,10115,ess_f,148.01497080059383,in
14,2016,10115,ess_f,301.7140257279919,in
14,2008,30060,ess_f,56.50346068813121,in
14,2012,30060,ess_f,74.72042178886673,in
14,2016,30060,ess_f,14.026441761771798,in
14,2008,10112,ess_m,522.6697144839726,in
14,2012,10112,ess_m,447.99762073552245,in
14,2016,10112,ess_m,989.5462936379258,in
14,2008,10115,ess_m,620.2177983246181,in
14,2012,10115,ess_m,186.4020375776953,in
14,2016,10115,ess_m,634.1489439907963,in
14,2008,30060,ess_m,87.72366113545012,in
14,2012,30060,ess_m,87.8507767274014,in
14,2016,30060,ess_m,17.120502533904446,in
14,2008,10112,ess_t,1009.9680338066156,in
14,2012,10112,ess_t,829.4298540168853,in
14,2016,10112,ess_t,1349.8846134286628,in
14,2008,10115,ess_t,970.4709941485969,in
14,2012,10115,ess_t,251.56949878014424,in
14,2016,10115,ess_t,888.5362384695046,in
14,2008,30060,ess_t,105.5210070888369,in
14,2012,30060,ess_t,113.32039723198848,in
14,2016,30060,ess_t,29.915643905193587,in
15,2008,10112,ess_f,435.63215479327914,in
15,2012,10112,ess_f,551.9831883310585,in
15,2016,10112,ess_f,494.62074096874244,in
15,2008,10115,ess_f,179.94708340030223,in
15,2012,10115,ess_f,137.14389855090874,in
15,2016,10115,ess_f,414.10516344565474,in
15,2008,30060,ess_f,348.87629873609467,in
15,2012,30060,ess_f,94.02149968495466,in
